"","workerid","noun","nounclass","predicateposition","predicate","correctresponse","correctclass","response"
"1063","159","ventilador","furniture","predicate1","peque&ntilde;o",0.09,"size",0.91
"1064","159","manzana","food","predicate1","enorme",0.89,"size",0.11
"1065","159","sof&aacute; ","furniture","predicate1","azul",0.9,"color",0.1
"1066","159","zanahoria","food","predicate1","espa&ntilde;ol",0.88,"nationality",0.12
"1067","161","zanahoria","food","predicate1","viejo",0.11,"age",0.89
"1068","161","tomate","food","predicate1","malo",0.1,"quality",0.9
"1069","161","manzana","food","predicate1","grande",0.93,"size",0.07
"1070","161","zanahoria","food","predicate1","espa&ntilde;ol",0.5,"nationality",0.5
"1071","161","queso","food","predicate1","bueno",0.13,"quality",0.87
"1072","161","televisi&oacute;n ","furniture","predicate1","nuevo",0.94,"age",0.0600000000000001
"1073","161","silla","furniture","predicate1","fresco",0.48,"age",0.52
"1074","161","manzana","food","predicate1","redondo",0.98,"shape",0.02
"1075","161","ventilador","furniture","predicate1","largo",0.92,"size",0.08
"1076","161","tomate","food","predicate1","duro",0.06,"texture",0.94
"1077","161","televisi&oacute;n ","furniture","predicate1","nuevo",0.96,"age",0.04
"1078","161","sof&aacute; ","furniture","predicate1","peque&ntilde;o",0.07,"size",0.93
"1079","161","tomate","food","predicate1","corto",0.09,"size",0.91
"1080","161","tomate","food","predicate1","enorme",0.06,"size",0.94
"1081","161","televisi&oacute;n ","furniture","predicate1","liso",0.07,"texture",0.93
"1082","161","tomate","food","predicate1","peque&ntilde;o",0.09,"size",0.91
"1083","161","televisi&oacute;n ","furniture","predicate1","podrido",0.48,"age",0.52
"1084","161","queso","food","predicate1","viejo",0.05,"age",0.95
"1085","161","tomate","food","predicate1","cuadrado",0.07,"shape",0.93
"1086","161","pl&aacute;tano","food","predicate1","largo",0.96,"size",0.04
"1087","161","pl&aacute;tano","food","predicate1","bueno",0.04,"quality",0.96
"1088","161","pl&aacute;tano","food","predicate1","marr&oacute;n",0.01,"color",0.99
"1089","161","pl&aacute;tano","food","predicate1","marr&oacute;n",0.01,"color",0.99
"1090","161","tomate","food","predicate1","verde",0,"color",1
"1091","161","ventilador","furniture","predicate1","malo",0.05,"quality",0.95
"1092","161","ventilador","furniture","predicate1","marr&oacute;n",0.04,"color",0.96
"1093","167","sof&aacute; ","furniture","predicate1","duro",0.29,"texture",0.71
"1094","167","ventilador","furniture","predicate1","podrido",0.15,"age",0.85
"1095","167","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.15,"size",0.85
"1096","167","zanahoria","food","predicate1","grande",0.86,"size",0.14
"1097","167","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.85,"size",0.15
"1098","167","queso","food","predicate1","espa&ntilde;ol",0.17,"nationality",0.83
"1099","167","tomate","food","predicate1","min&uacute;sculo",0.87,"size",0.13
"1100","167","silla","furniture","predicate1","morado",0.86,"color",0.14
"1101","167","ventilador","furniture","predicate1","duro",0.87,"texture",0.13
"1102","167","sof&aacute; ","furniture","predicate1","bueno",0.08,"quality",0.92
"1103","167","tomate","food","predicate1","peque&ntilde;o",0.94,"size",0.0600000000000001
"1104","167","silla","furniture","predicate1","malo",0.94,"quality",0.0600000000000001
"1105","167","manzana","food","predicate1","suave",0.03,"texture",0.97
"1106","167","manzana","food","predicate1","viejo",0.97,"age",0.03
"1107","167","zanahoria","food","predicate1","viejo",0.02,"age",0.98
"1108","167","ventilador","furniture","predicate1","redondo",0.05,"shape",0.95
"1109","167","pl&aacute;tano","food","predicate1","americano",0.02,"nationality",0.98
"1110","167","queso","food","predicate1","malo",0.97,"quality",0.03
"1111","167","pl&aacute;tano","food","predicate1","podrido",0.05,"age",0.95
"1112","167","pl&aacute;tano","food","predicate1","min&uacute;sculo",0.96,"size",0.04
"1113","167","manzana","food","predicate1","nuevo",0.01,"age",0.99
"1114","167","queso","food","predicate1","min&uacute;sculo",0.98,"size",0.02
"1115","167","queso","food","predicate1","liso",0.97,"texture",0.03
"1116","167","ventilador","furniture","predicate1","grande",0.97,"size",0.03
"1117","167","escritorio","furniture","predicate1","rojo",0.95,"color",0.05
"1118","167","queso","food","predicate1","fresco",0.95,"age",0.05
"1119","170","escritorio","furniture","predicate1","espa&ntilde;ol",0.96,"nationality",0.04
"1120","170","zanahoria","food","predicate1","verde",0.02,"color",0.98
"1121","170","zanahoria","food","predicate1","liso",0.5,"texture",0.5
"1122","170","zanahoria","food","predicate1","podrido",0.96,"age",0.04
"1123","170","ventilador","furniture","predicate1","enorme",0.96,"size",0.04
"1124","170","zanahoria","food","predicate1","cuadrado",0.02,"shape",0.98
"1125","170","sof&aacute; ","furniture","predicate1","grande",0.89,"size",0.11
"1126","170","tomate","food","predicate1","redondo",0.01,"shape",0.99
"1127","170","sof&aacute; ","furniture","predicate1","duro",0.49,"texture",0.51
"1128","170","ventilador","furniture","predicate1","bueno",0.29,"quality",0.71
"1129","170","pl&aacute;tano","food","predicate1","min&uacute;sculo",0.96,"size",0.04
"1130","170","ventilador","furniture","predicate1","largo",0.73,"size",0.27
"1131","170","televisi&oacute;n ","furniture","predicate1","grande",0.94,"size",0.0600000000000001
"1132","170","pl&aacute;tano","food","predicate1","grande",0.5,"size",0.5
"1133","170","silla","furniture","predicate1","fresco",0.52,"age",0.48
"1134","170","sof&aacute; ","furniture","predicate1","amarillo",0.89,"color",0.11
"1135","170","sof&aacute; ","furniture","predicate1","malo",0.13,"quality",0.87
"1136","170","manzana","food","predicate1","mexicano",0.92,"nationality",0.08
"1137","170","escritorio","furniture","predicate1","americano",0.79,"nationality",0.21
"1138","170","tomate","food","predicate1","min&uacute;sculo",0.22,"size",0.78
"1139","170","tomate","food","predicate1","min&uacute;sculo",0.32,"size",0.68
"1140","170","manzana","food","predicate1","liso",0.2,"texture",0.8
"1141","170","sof&aacute; ","furniture","predicate1","fresco",0.23,"age",0.77
"1142","170","televisi&oacute;n ","furniture","predicate1","suave",0.74,"texture",0.26
"1143","170","manzana","food","predicate1","bueno",0.14,"quality",0.86
"1144","170","pl&aacute;tano","food","predicate1","duro",0.3,"texture",0.7
"1145","182","sof&aacute; ","furniture","predicate1","verde",0,"color",1
"1146","182","sof&aacute; ","furniture","predicate1","enorme",1,"size",0
"1147","182","escritorio","furniture","predicate1","peque&ntilde;o",1,"size",0
"1148","182","tomate","food","predicate1","bueno",0,"quality",1
"1149","182","manzana","food","predicate1","espa&ntilde;ol",0,"nationality",1
"1150","182","televisi&oacute;n ","furniture","predicate1","duro",0,"texture",1
"1151","182","escritorio","furniture","predicate1","suave",0,"texture",1
"1152","182","tomate","food","predicate1","cuadrado",1,"shape",0
"1153","182","escritorio","furniture","predicate1","rojo",1,"color",0
"1154","182","silla","furniture","predicate1","marr&oacute;n",1,"color",0
"1155","182","tomate","food","predicate1","nuevo",0.06,"age",0.94
"1156","182","ventilador","furniture","predicate1","mexicano",0,"nationality",1
"1157","182","silla","furniture","predicate1","enorme",0,"size",1
"1158","182","tomate","food","predicate1","bueno",0.04,"quality",0.96
"1159","182","sof&aacute; ","furniture","predicate1","azul",1,"color",0
"1160","182","silla","furniture","predicate1","peque&ntilde;o",0,"size",1
"1161","182","ventilador","furniture","predicate1","espa&ntilde;ol",0,"nationality",1
"1162","182","queso","food","predicate1","min&uacute;sculo",0,"size",1
"1163","182","sof&aacute; ","furniture","predicate1","corto",0.01,"size",0.99
"1164","182","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0,"size",1
"1165","182","queso","food","predicate1","corto",1,"size",0
"1166","182","televisi&oacute;n ","furniture","predicate1","morado",0,"color",1
"1167","182","sof&aacute; ","furniture","predicate1","viejo",0,"age",1
"1168","182","zanahoria","food","predicate1","bueno",0,"quality",1
"1169","182","escritorio","furniture","predicate1","enorme",0,"size",1
"1170","182","escritorio","furniture","predicate1","grande",0,"size",1
"1171","190","pl&aacute;tano","food","predicate1","largo",0.03,"size",0.97
"1172","190","ventilador","furniture","predicate1","amarillo",0.05,"color",0.95
"1173","190","queso","food","predicate1","cuadrado",0.05,"shape",0.95
"1174","190","queso","food","predicate1","corto",0.47,"size",0.53
"1175","190","tomate","food","predicate1","grande",1,"size",0
"1176","190","silla","furniture","predicate1","malo",0.06,"quality",0.94
"1177","190","pl&aacute;tano","food","predicate1","largo",0,"size",1
"1178","190","tomate","food","predicate1","marr&oacute;n",0.03,"color",0.97
"1179","190","manzana","food","predicate1","duro",0.97,"texture",0.03
"1180","190","pl&aacute;tano","food","predicate1","verde",0.95,"color",0.05
"1181","190","queso","food","predicate1","corto",0.94,"size",0.0600000000000001
"1182","190","ventilador","furniture","predicate1","suave",0.03,"texture",0.97
"1183","190","televisi&oacute;n ","furniture","predicate1","malo",0.05,"quality",0.95
"1184","190","sof&aacute; ","furniture","predicate1","podrido",0.97,"age",0.03
"1185","190","manzana","food","predicate1","rojo",0.96,"color",0.04
"1186","190","ventilador","furniture","predicate1","morado",0.98,"color",0.02
"1187","190","queso","food","predicate1","amarillo",0.94,"color",0.0600000000000001
"1188","190","silla","furniture","predicate1","mexicano",0.98,"nationality",0.02
"1189","190","ventilador","furniture","predicate1","largo",0.95,"size",0.05
"1190","190","queso","food","predicate1","suave",0.97,"texture",0.03
"1191","190","queso","food","predicate1","redondo",0.05,"shape",0.95
"1192","190","queso","food","predicate1","duro",0.95,"texture",0.05
"1193","190","silla","furniture","predicate1","verde",0.97,"color",0.03
"1194","190","sof&aacute; ","furniture","predicate1","americano",0.97,"nationality",0.03
"1195","190","sof&aacute; ","furniture","predicate1","espa&ntilde;ol",0.97,"nationality",0.03
"1196","190","ventilador","furniture","predicate1","viejo",0.99,"age",0.01
"1197","191","queso","food","predicate1","grande",0.74,"size",0.26
"1198","191","escritorio","furniture","predicate1","viejo",0.76,"age",0.24
"1199","191","silla","furniture","predicate1","suave",0.74,"texture",0.26
"1200","191","manzana","food","predicate1","bueno",0.78,"quality",0.22
"1201","191","manzana","food","predicate1","espa&ntilde;ol",0.2,"nationality",0.8
"1202","191","tomate","food","predicate1","enorme",0.79,"size",0.21
"1203","191","sof&aacute; ","furniture","predicate1","min&uacute;sculo",0.74,"size",0.26
"1204","191","escritorio","furniture","predicate1","mexicano",0.79,"nationality",0.21
"1205","191","ventilador","furniture","predicate1","grande",0.68,"size",0.32
"1206","191","ventilador","furniture","predicate1","malo",0.7,"quality",0.3
"1207","191","zanahoria","food","predicate1","min&uacute;sculo",0.79,"size",0.21
"1208","191","silla","furniture","predicate1","rojo",0.18,"color",0.82
"1209","191","queso","food","predicate1","largo",0.74,"size",0.26
"1210","191","televisi&oacute;n ","furniture","predicate1","azul",0.23,"color",0.77
"1211","191","televisi&oacute;n ","furniture","predicate1","nuevo",0.76,"age",0.24
"1212","191","ventilador","furniture","predicate1","malo",0.2,"quality",0.8
"1213","191","escritorio","furniture","predicate1","viejo",0.8,"age",0.2
"1214","191","televisi&oacute;n ","furniture","predicate1","largo",0.86,"size",0.14
"1215","191","pl&aacute;tano","food","predicate1","viejo",0.83,"age",0.17
"1216","191","zanahoria","food","predicate1","enorme",0.84,"size",0.16
"1217","191","pl&aacute;tano","food","predicate1","suave",0.19,"texture",0.81
"1218","191","silla","furniture","predicate1","grande",0.16,"size",0.84
"1219","191","manzana","food","predicate1","redondo",0.09,"shape",0.91
"1220","191","tomate","food","predicate1","cuadrado",0.15,"shape",0.85
"1221","191","escritorio","furniture","predicate1","corto",0.13,"size",0.87
"1222","191","manzana","food","predicate1","corto",0.1,"size",0.9
"1223","195","queso","food","predicate1","viejo",0.8,"age",0.2
"1224","195","zanahoria","food","predicate1","rojo",0.22,"color",0.78
"1225","195","pl&aacute;tano","food","predicate1","duro",0.71,"texture",0.29
"1226","195","manzana","food","predicate1","largo",0.15,"size",0.85
"1227","195","escritorio","furniture","predicate1","amarillo",0.23,"color",0.77
"1228","195","televisi&oacute;n ","furniture","predicate1","enorme",0.7,"size",0.3
"1229","195","manzana","food","predicate1","liso",0.77,"texture",0.23
"1230","195","escritorio","furniture","predicate1","marr&oacute;n",0.85,"color",0.15
"1231","195","zanahoria","food","predicate1","redondo",0.15,"shape",0.85
"1232","195","ventilador","furniture","predicate1","rojo",0.33,"color",0.67
"1233","195","escritorio","furniture","predicate1","enorme",0.14,"size",0.86
"1234","195","zanahoria","food","predicate1","espa&ntilde;ol",0.78,"nationality",0.22
"1235","195","silla","furniture","predicate1","grande",0.21,"size",0.79
"1236","195","pl&aacute;tano","food","predicate1","suave",0.73,"texture",0.27
"1237","195","pl&aacute;tano","food","predicate1","duro",0.22,"texture",0.78
"1238","195","tomate","food","predicate1","peque&ntilde;o",0.18,"size",0.82
"1239","195","escritorio","furniture","predicate1","suave",0.29,"texture",0.71
"1240","195","manzana","food","predicate1","suave",0.24,"texture",0.76
"1241","195","manzana","food","predicate1","verde",0.75,"color",0.25
"1242","195","sof&aacute; ","furniture","predicate1","amarillo",0.72,"color",0.28
"1243","195","tomate","food","predicate1","fresco",0.65,"age",0.35
"1244","195","televisi&oacute;n ","furniture","predicate1","min&uacute;sculo",0.69,"size",0.31
"1245","195","pl&aacute;tano","food","predicate1","viejo",0.69,"age",0.31
"1246","195","pl&aacute;tano","food","predicate1","mexicano",0.24,"nationality",0.76
"1247","195","escritorio","furniture","predicate1","rojo",0.23,"color",0.77
"1248","195","sof&aacute; ","furniture","predicate1","espa&ntilde;ol",0.7,"nationality",0.3
"1249","vi. 45","manzana","food","rightpredicate1","podrido",0.07,"age",0.93
"1250","vi. 45","zanahoria","food","rightpredicate1","liso",0.99,"texture",0.01
"1251","vi. 45","ventilador","furniture","rightpredicate1","bueno",0.04,"quality",0.96
"1252","vi. 45","zanahoria","food","rightpredicate1","marr&oacute;n",0.03,"color",0.97
"1253","vi. 45","tomate","food","rightpredicate1","liso",0.0600000000000001,"texture",0.94
"1254","vi. 45","manzana","food","rightpredicate1","fresco",0.15,"age",0.85
"1255","vi. 45","queso","food","rightpredicate1","fresco",0.99,"age",0.01
